Name,Rarity,Category,Subcategory,Level,Price,Bulk
Periscope,Common,Adventuring Gear,,2,25 gp,L
Pocket Watch,Uncommon,Adventuring Gear,,2,25 gp,L
Soulspeaker,Rare,Worn Items,Other Worn Items,2,25 gp,
Wayfinder,Uncommon,Worn Items,Other Worn Items,2,28 gp,
Archaic Wayfinder,Uncommon,Worn Items,Other Worn Items,2,30 gp,
Astrolabe (Standard),Uncommon,Adventuring Gear,,2,30 gp,L
Brooch of Shielding,Uncommon,Worn Items,Other Worn Items,2,30 gp,
Cold Iron Buckler (Low-Grade),Common,Shields,Precious Material Shields,2,30 gp,L
Day Goggles,Uncommon,Adventuring Gear,,2,30 gp,L
Door Ram,Uncommon,Siege Weapons,,2,30 gp,3
Fanged,Uncommon,Runes,Weapon Property Runes,2,30 gp,
Full Plate,Common,Armor,Base Armor,2,30 gp,4
Goz Mask,Uncommon,Worn Items,Other Worn Items,2,30 gp,
Hand of the Mage,Common,Worn Items,Other Worn Items,2,30 gp,L
Hat of Disguise,Common,Worn Items,Other Worn Items,2,30 gp,
Jack's Tattered Cape,Rare,Worn Items,Other Worn Items,2,30 gp,
Paper Shredder,Uncommon,Adventuring Gear,,2,30 gp,2
Pathfinder's Coin,Uncommon,Held Items,,2,30 gp,
Quick Wig,Uncommon,Worn Items,Other Worn Items,2,30 gp,L
Silver Buckler (Low-Grade),Common,Shields,Precious Material Shields,2,30 gp,L
Skittering Mask,Uncommon,Worn Items,Other Worn Items,2,30 gp,1
Sturdy Satchel,Uncommon,Adventuring Gear,,2,30 gp,1
Pyrite Rat,Common,Held Items,,2,32 gp,L
Cold Iron Shield (Low-Grade),Common,Shields,Precious Material Shields,2,34 gp,1
Silver Shield (Low-Grade),Common,Shields,Precious Material Shields,2,34 gp,1
Wondrous Figurine (Onyx Dog),Common,Held Items,,2,34 gp,L
Deployable Cover (Ballistic Cover),Uncommon,Adventuring Gear,,2,35 gp,1
Glamorous Buckler,Common,Shields,Specific Shields,2,35 gp,L
Gray Maiden Plate,Common,Armor,Base Armor,2,35 gp,3
Handwraps of Mighty Blows (+1),Common,Worn Items,Other Worn Items,2,35 gp,
Hellknight Plate,Uncommon,Armor,Base Armor,2,35 gp,4
Magic Weapon (+1),Common,Weapons,Basic Magic Weapons,2,35 gp,
Weapon Potency (+1),Common,Runes,Fundamental Weapon Runes,2,35 gp,
Cold Iron Weapon (Low-Grade),Common,Weapons,Precious Material Weapons,2,40 gp (+4 gp per Bulk),
Silver Weapon (Low-Grade),Common,Weapons,Precious Material Weapons,2,40 gp (+4 gp per Bulk),
Tent (Pavilion),Common,Adventuring Gear,,2,40 gp,12
Carriage,Common,Vehicles,,2,100 gp,
Adaptable Paddleboat,Uncommon,Vehicles,,2,110 gp,
Steam Cart,Rare,Vehicles,,2,120 gp,
Stone of Weight,Rare,Cursed Items,,2,,L
Disguise Kit (Elite Cosmetics),Common,Adventuring Gear,,3,5 sp,L
Thieves' Tools (Infiltrator Picks),Common,Adventuring Gear,,3,3 gp,L
Impossible Cake,Uncommon,Alchemical Items,Alchemical Tools,3,5 gp,L
Pathfinder Chronicle,Uncommon,Adventuring Gear,,3,6 gp,L
Scholarly Journal,Uncommon,Adventuring Gear,,3,6 gp,L
Blue Dragonfly Poison,Uncommon,Alchemical Items,Alchemical Poisons,3,7 gp,L
Conrasu Coin (Arbiter),Uncommon,Consumables,Talismans,3,7 gp,
Clockwork Chirper,Uncommon,Snares,,3,8 gp,
Feather Step Stone,Common,Consumables,Talismans,3,8 gp,
Feather Token (Bird),Common,Consumables,Other Consumables,3,8 gp,
Feather Token (Puddle),Common,Consumables,Other Consumables,3,8 gp,
Parchment of Secrets,Uncommon,Consumables,Other Consumables,3,8 gp,L
Vermin Repellent Agent (Lesser),Uncommon,Alchemical Items,Alchemical Tools,3,8 gp,L
Drowsy Sun Eye Drops,Common,Alchemical Items,Alchemical Plants,3,9 gp,L
Grasping Tree,Uncommon,Snares,,3,9 gp,
Merciful Charm,Uncommon,Consumables,Talismans,3,9 gp,
Oil of Mending,Common,Consumables,Oils,3,9 gp,L
Olfactory Obfuscator,Common,Alchemical Items,Alchemical Elixirs,3,9 gp,L
Rock Ripper Snare,Uncommon,Snares,,3,9 gp,
Snapleaf,Common,Consumables,Talismans,3,9 gp,
Toothwort Extract,Common,Alchemical Items,Alchemical Plants,3,9 gp,L
Torrent Snare,Uncommon,Snares,,3,9 gp,
Trustworthy Round,Common,Consumables,Magical Ammunition,3,9 gp,
Acid Flask (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Alchemist's Fire (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Beacon Shot,Common,Consumables,Magical Ammunition,3,10 gp,
Blight Bomb (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Blindpepper Bolt,Uncommon,Consumables,Magical Ammunition,3,10 gp,
Bottled Lightning (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Breech Ejectors,Uncommon,Customizations,Firing Mechanisms,3,10 gp,
Camouflage Suit,Common,Adventuring Gear,,3,10 gp,L
Cold Iron Blanch (Lesser),Uncommon,Alchemical Items,Alchemical Tools,3,10 gp,L
Cytillesh Oil,Common,Alchemical Items,Alchemical Poisons,3,10 gp,L
Dread Ampoule (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Feather Token (Chest),Common,Consumables,Other Consumables,3,10 gp,
Fire Box,Uncommon,Snares,,3,10 gp,
Forgetful Drops,Uncommon,Alchemical Items,Alchemical Poisons,3,10 gp,1
Frost Vial (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Fulu of Fire Suppression,Common,Consumables,Fulu,3,10 gp,
Fulu of Flood Suppression,Common,Consumables,Fulu,3,10 gp,
Ghost Charge (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Goo Grenade (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Graveroot,Common,Alchemical Items,Alchemical Poisons,3,10 gp,L
Hoof Stakes Snare,Uncommon,Snares,,3,10 gp,
Matchmaker Fulu,Common,Consumables,Fulu,3,10 gp,
Mud Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Necrotic Bomb (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Pernicious Spore Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Peshspine Grenade (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Psychic Warding Bracelet,Common,Consumables,Other Consumables,3,10 gp,L
Puzzle Box (Challenging),Common,Adventuring Gear,,3,10 gp,L
Quickpatch Glue,Uncommon,Alchemical Items,Alchemical Tools,3,10 gp,L
Recovery Bladder,Rare,Adventuring Gear,,3,10 gp,L 8 if inflated
Redpitch Bomb (Moderate),Rare,Alchemical Items,Alchemical Bombs,3,10 gp,L
Shiver,Common,Alchemical Items,Drugs,3,10 gp,L
Soothing Scents,Common,Consumables,Spell Catalysts,3,10 gp,L
Spirit-Sealing Fulu,Common,Consumables,Fulu,3,10 gp,
Star Grenade (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Survey Map,Uncommon,Adventuring Gear,,3,10 gp,L
Tallow Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Tanglefoot Bag (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Thunderstone (Moderate),Common,Alchemical Items,Alchemical Bombs,3,10 gp,L
Toadskin Salve,Uncommon,Alchemical Items,Alchemical Poisons,3,10 gp,L
Twigjack Sack (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Venomous Cure Fulu,Common,Consumables,Fulu,3,10 gp,
Vine Arrow,Common,Consumables,Magical Ammunition,3,10 gp,
Water Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,10 gp,L
Waterproofing Wax,Common,Consumables,Spell Catalysts,3,10 gp,L
Artevil Suspension,Common,Alchemical Items,Alchemical Plants,3,11 gp,L
Blast Boots (Moderate),Uncommon,Consumables,Gadgets,3,11 gp,L
Metalmist Sphere (Lesser),Uncommon,Alchemical Items,Alchemical Tools,3,11 gp,L
Potion of Water Breathing,Common,Consumables,Potions,3,11 gp,L
Sleep Arrow,Common,Consumables,Magical Ammunition,3,11 gp,
2nd-Level Scroll,Common,Consumables,Scrolls,3,12 gp,L
Ablative Armor Plating (Moderate),Uncommon,Consumables,Gadgets,3,12 gp,1
Ablative Shield Plating (Moderate),Uncommon,Consumables,Gadgets,3,12 gp,1
Alignment Ampoule (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,12 gp,L
Aurifying Salts,Uncommon,Alchemical Items,Alchemical Tools,3,12 gp,L
Bestial Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Cognitive Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Detonating Gears Snare,Common,Snares,,3,12 gp,
Draft of Stellar Radiance,Rare,Consumables,Potions,3,12 gp,L
Drakeheart Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Dream Pollen Snare,Uncommon,Snares,,3,12 gp,
Ectoplasmic Tracer,Common,Alchemical Items,Alchemical Tools,3,12 gp,L
Energy Mutagen (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Healing Potion (Lesser),Common,Consumables,Potions,3,12 gp,L
Indomitable Keepsake,Common,Consumables,Talismans,3,12 gp,
Juggernaut Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Junk Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,12 gp,L
Lodestone Pellet,Uncommon,Consumables,Magical Ammunition,3,12 gp,
Oil of Unlife (Lesser),Common,Consumables,Oils,3,12 gp,L
Periscopic Viewfinder,Rare,Consumables,Gadgets,3,12 gp,L
Potion of Retaliation (Lesser),Common,Consumables,Potions,3,12 gp,L
Pressure Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,12 gp,L
Quicksilver Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Retrieval Prism,Common,Consumables,Talismans,3,12 gp,
Seeking Bracelets,Uncommon,Consumables,Other Consumables,3,12 gp,
Serene Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Silvertongue Mutagen (Moderate),Common,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Spellstrike Ammunition (Type I),Common,Consumables,Magical Ammunition,3,12 gp,
Spiderfoot Brew (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Sulfur Bomb (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,12 gp,L
Swamp Lily Quilt,Rare,Alchemical Items,Alchemical Tools,3,12 gp,2
Vaccine (Lesser),Rare,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Vexing Vapor (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,12 gp,L
Violet Venom,Uncommon,Alchemical Items,Alchemical Poisons,3,12 gp,L
War Blood Mutagen (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,3,12 gp,L
Knight's Tabard,Uncommon,Adventuring Gear,,3,15 gp,L
Lock (Average),Common,Adventuring Gear,,3,15 gp,
Dwarven Daisy (Moderate),Uncommon,Alchemical Items,Alchemical Bombs,3,18 gp,L
Compass (Lensatic),Common,Adventuring Gear,,3,20 gp,
Crowbar (Levered),Common,Adventuring Gear,,3,20 gp,L
Everyneed Pack,Uncommon,Worn Items,Other Worn Items,3,20 gp,
Fishing Tackle (Professional),Common,Adventuring Gear,,3,20 gp,1
Manacles (Average),Common,Adventuring Gear,,3,20 gp,
Portable Ram,Common,Adventuring Gear,,3,20 gp,3
Recording Rod (Basic),Uncommon,Consumables,Other Consumables,3,20 gp,1
Smoked Goggles,Common,Adventuring Gear,,3,20 gp,
Concealed Holster,Common,Adventuring Gear,,3,25 gp,L
Concealed Sheath,Common,Adventuring Gear,,3,25 gp,
Detective's Kit,Common,Adventuring Gear,,3,25 gp,1
Portable Altar,Uncommon,Adventuring Gear,,3,25 gp,3
Repair Kit (Superb),Common,Adventuring Gear,,3,25 gp,1
Fingerprinting Kit,Uncommon,Adventuring Gear,,3,30 gp,L
Handcuffs (Average),Uncommon,Adventuring Gear,,3,30 gp,L
Scholarly Journal (Compendium),Uncommon,Adventuring Gear,,3,30 gp,L
Sisterstone Object (Low-Grade),Rare,Materials,,3,30 gp (per Bulk),
Skinsaw Mask,Uncommon,Worn Items,Other Worn Items,3,30 gp,L
Climbing Kit (Extreme),Common,Adventuring Gear,,3,40 gp,1
Disguise Kit (Elite),Common,Adventuring Gear,,3,40 gp,L
Magnifying Glass,Common,Adventuring Gear,,3,40 gp,
Vestige Lenses,Rare,Alchemical Items,Alchemical Other,3,40 gp,L
Cartographer's Kit,Uncommon,Adventuring Gear,,3,42 gp,1
Backfire Mantle,Common,Worn Items,Other Worn Items,3,45 gp,1
Codebreaker's Parchment,Common,Held Items,,3,45 gp,L
Coin of Comfort,Uncommon,Held Items,,3,45 gp,
Corpse Compass,Uncommon,Held Items,,3,45 gp,L
Electrocable,Rare,Adventuring Gear,,3,45 gp,L
Manacles of Persuasion,Uncommon,Worn Items,Other Worn Items,3,45 gp,1
Rope of Climbing (Lesser),Common,Held Items,,3,45 gp,L
Wig of Holding,Uncommon,Worn Items,Other Worn Items,3,45 gp,L
Abadar's Flawless Scale,Uncommon,Held Items,,3,50 gp,1
Aeon Stone (Dusty Rose Prism),Uncommon,Worn Items,Other Worn Items,3,50 gp,
Artisan's Tools (Sterling),Common,Adventuring Gear,,3,50 gp,2
Astrolabe (Mariner's),Uncommon,Adventuring Gear,,3,50 gp,L
Broken Tusk Pendant,Rare,Worn Items,Other Worn Items,3,50 gp,
Clockwork Box Packer,Uncommon,Adventuring Gear,,3,50 gp,4
Crushing,Uncommon,Runes,Weapon Property Runes,3,50 gp,
Doubling Rings,Common,Worn Items,Other Worn Items,3,50 gp,
Enhanced Hearing Aid,Common,Assistive Items,,3,50 gp,L
Enveloping Light,Uncommon,Tattoos,,3,50 gp,
Fashionable Wayfinder,Uncommon,Worn Items,Other Worn Items,3,50 gp,
Fighter's Fork,Common,Weapons,Specific Magic Weapons,3,50 gp,1
Hag Eye,Rare,Worn Items,Other Worn Items,3,50 gp,
Hat of the Magi,Common,Worn Items,Other Worn Items,3,50 gp,
Healer's Tools (Expanded),Common,Adventuring Gear,,3,50 gp,1
Hoax-Hunter's Kit,Uncommon,Adventuring Gear,,3,50 gp,1
Musical Instrument (Virtuoso Handheld),Common,Adventuring Gear,,3,50 gp,1
Persona Mask,Common,Worn Items,Other Worn Items,3,50 gp,
Portable Weapon Mount (Tripod Shielded),Uncommon,Customizations,Stabilizers,3,50 gp,5
Presentable,Uncommon,Runes,Accessory Runes,3,50 gp,
Survey Map (Atlas),Uncommon,Adventuring Gear,,3,50 gp,L
Thieves' Tools (Infiltrator),Common,Adventuring Gear,,3,50 gp,L
Timepiece (Grand Clock),Uncommon,Adventuring Gear,,3,50 gp,16
Wardrobe Stone (Lesser),Uncommon,Held Items,,3,50 gp,L
Wind-up Wings (Flutterback),Rare,Adventuring Gear,,3,50 gp,
Wrenchgear,Uncommon,Adventuring Gear,,3,50 gp,L
Blazons of Shared Power,Common,Worn Items,Other Worn Items,3,52 gp,
Bracers of Missile Deflection,Common,Worn Items,Other Worn Items,3,52 gp,L
Immaculate Holsters,Uncommon,Customizations,Holsters,3,52 gp,L
Kin-Warding,Uncommon,Runes,Weapon Property Runes,3,52 gp,
Alchemist's Lab (Expanded),Common,Adventuring Gear,,3,55 gp,6
Bullhook,Uncommon,Held Items,,3,55 gp,1
Clothing (High-Fashion Fine),Common,Adventuring Gear,,3,55 gp,L
Flaming Star,Common,Spellhearts,,3,55 gp,
Golden Legion Epaulet,Uncommon,Worn Items,Other Worn Items,3,55 gp,L
Grim Sandglass,Common,Spellhearts,,3,55 gp,
Keymaking Tools,Common,Held Items,,3,55 gp,L
Mirror Robe,Uncommon,Worn Items,Other Worn Items,3,55 gp,L
Perfect Droplet,Common,Spellhearts,,3,55 gp,
Returning,Common,Runes,Weapon Property Runes,3,55 gp,
Snare Kit (Specialist),Common,Adventuring Gear,,3,55 gp,2
Thurible of Revelation (Lesser),Common,Held Items,,3,55 gp,1
Wordreaper,Uncommon,Weapons,Specific Magic Weapons,3,55 gp,L
Channel Protection Amulet,Uncommon,Worn Items,Other Worn Items,3,56 gp,
Bracelet of Dashing,Common,Worn Items,Other Worn Items,3,58 gp,L
Aeon Stone (Pearly White Spindle),Uncommon,Worn Items,Other Worn Items,3,60 gp,
Called (Accessory Rune),Uncommon,Runes,Accessory Runes,3,60 gp,
Cloak of Gnawing Leaves,Rare,Worn Items,Other Worn Items,3,60 gp,L
Coyote Cloak,Common,Worn Items,Other Worn Items,3,60 gp,
Crafter's Eyepiece,Common,Worn Items,Other Worn Items,3,60 gp,
Dancing Scarf,Common,Worn Items,Other Worn Items,3,60 gp,
Dawnlight,Uncommon,Held Items,,3,60 gp,L
Etheric Essence Disruptor (Lesser),Uncommon,Consumables,Gadgets,3,60 gp,1
Familiar Tattoo,Common,Tattoos,,3,60 gp,
Glasses of Sociability,Common,Worn Items,Other Worn Items,3,60 gp,L
Gunner's Bandolier,Uncommon,Customizations,Holsters,3,60 gp,L
Hunter's Bow,Common,Weapons,Specific Magic Weapons,3,60 gp,1
Lady's Chalice,Uncommon,Held Items,,3,60 gp,L
Little Love,Rare,Weapons,Specific Magic Weapons,3,60 gp,L
Maestro's Instrument (Lesser),Common,Held Items,,3,60 gp,1
Magic Wand (1st-Level Spell),Common,Wands,Magic Wands,3,60 gp,L
Material Essence Disruptor (Lesser),Uncommon,Consumables,Gadgets,3,60 gp,1
Palm Crossbow,Rare,Adventuring Gear,,3,60 gp,L
Pendant of the Occult,Common,Worn Items,Other Worn Items,3,60 gp,
Raven Band,Uncommon,Worn Items,Other Worn Items,3,60 gp,
Retribution Axe,Common,Weapons,Specific Magic Weapons,3,60 gp,2
Ring of Torag,Rare,Worn Items,Other Worn Items,3,60 gp,
Secret-Keeper's Mask (Blackfingers),Rare,Worn Items,Other Worn Items,3,60 gp,
Secret-Keeper's Mask (Reaper of Reputation),Rare,Worn Items,Other Worn Items,3,60 gp,
Smoking Sword,Common,Weapons,Specific Magic Weapons,3,60 gp,1
Snagging,Uncommon,Runes,Accessory Runes,3,60 gp,
Soft-Landing,Uncommon,Runes,Accessory Runes,3,60 gp,
Staff of Fire,Common,Staves,,3,60 gp,1
Stalk Goggles (Greater),Rare,Worn Items,Other Worn Items,3,60 gp,
Storm Hammer,Common,Weapons,Specific Magic Weapons,3,60 gp,1
Tracker's Goggles,Common,Worn Items,Other Worn Items,3,60 gp,
Trinity Geode,Common,Spellhearts,,3,60 gp,
Ventriloquist's Ring,Common,Worn Items,Other Worn Items,3,60 gp,
Magnifying Scope,Common,Customizations,Scopes,3,70 gp,L
Sisterstone Weapon (Low-Grade),Rare,Weapons,Precious Material Weapons,3,70 gp (plus 7 gp per Bulk),
Sparkblade,Common,Weapons,Specific Magic Weapons,3,70 gp,L
Diving Suit,Common,Adventuring Gear,,3,100 gp,1
Musical Instrument (Virtuoso Heavy),Common,Adventuring Gear,,3,100 gp,16
Sambuca,Rare,Adventuring Gear,,3,120 gp,
Heavy Chariot,Common,Vehicles,,3,150 gp,
Sand Diver,Uncommon,Vehicles,,3,155 gp,
Clockwork Wagon,Uncommon,Vehicles,,3,160 gp,
Boastful Hunter,Rare,Intelligent Items,,3,,1
Devil's Luck,Rare,Contracts,Infernal Contracts,3,,
Concealable Picks,Uncommon,Adventuring Gear,,4,10 gp,L
Darkvision Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,4,11 gp,L
Yarrow-Root Bandage,Common,Alchemical Items,Alchemical Plants,4,12 gp,L
Dragon Turtle Scale,Common,Consumables,Talismans,4,13 gp,
Dreamtime Tea,Common,Alchemical Items,Drugs,4,13 gp,L
Fortifying Pebble,Uncommon,Consumables,Talismans,4,13 gp,
Quickmelt Slick (Moderate),Uncommon,Alchemical Items,Alchemical Tools,4,13 gp,L
Stone Fist Elixir,Common,Alchemical Items,Alchemical Elixirs,4,13 gp,L
Bomber's Eye Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,4,14 gp,L
Timeless Salts,Common,Alchemical Items,Alchemical Tools,4,14 gp,L
Acid Spitter,Uncommon,Snares,,4,15 gp,
Barkskin Potion,Common,Consumables,Potions,4,15 gp,L
Biting Snare,Common,Snares,,4,15 gp,
Blessed Ampoule,Uncommon,Consumables,Talismans,4,15 gp,
Camp Shroud (Minor),Uncommon,Consumables,Other Consumables,4,15 gp,
Chimera Thread,Common,Consumables,Other Consumables,4,15 gp,
Climbing Bolt,Common,Consumables,Magical Ammunition,4,15 gp,
Clockwork Goggles (Greater),Uncommon,Consumables,Gadgets,4,15 gp,L
Dazzling Rosary,Common,Consumables,Spell Catalysts,4,15 gp,L
Deteriorating Dust,Uncommon,Consumables,Other Consumables,4,15 gp,
Exsanguinating Ammunition,Common,Alchemical Items,Alchemical Ammunition,4,15 gp,
Fang Snare,Uncommon,Snares,,4,15 gp,
Feather Token (Fan),Common,Consumables,Other Consumables,4,15 gp,
Fire-Douse Snare,Rare,Snares,,4,15 gp,
Focus Cathartic (Moderate),Common,Alchemical Items,Alchemical Elixirs,4,15 gp,L
Harpoon Bolt,Uncommon,Consumables,Magical Ammunition,4,15 gp,
Hobbling Snare,Uncommon,Snares,,4,15 gp,
Impact Foam Chassis (Moderate),Uncommon,Consumables,Gadgets,4,15 gp,L
Irritating Thorn Snare,Uncommon,Snares,,4,15 gp,
Leadenleg,Common,Alchemical Items,Alchemical Poisons,4,15 gp,L
Lion Badge,Uncommon,Consumables,Talismans,4,15 gp,
Magical Lock Fulu,Common,Consumables,Fulu,4,15 gp,
Oxygen Ooze,Uncommon,Alchemical Items,Alchemical Tools,4,15 gp,L
Salamander Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,4,15 gp,L
Shrinking Potion,Common,Consumables,Potions,4,15 gp,L
Sinew-Shock Serum (Moderate),Common,Alchemical Items,Alchemical Elixirs,4,15 gp,L
Stalker Bane Snare,Uncommon,Snares,,4,15 gp,
Tar Rocket Snare,Uncommon,Snares,,4,15 gp,
Trip Snare,Common,Snares,,4,15 gp,
Warning Snare,Common,Snares,,4,15 gp,
Winter Wolf Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,4,15 gp,L
Chameleon Suit,Uncommon,Consumables,Gadgets,4,16 gp,L
Crystal Shards (Moderate),Common,Alchemical Items,Alchemical Bombs,4,16 gp,L
Glue Bullet,Uncommon,Alchemical Items,Alchemical Ammunition,4,16 gp,
Sniper's Bead,Common,Consumables,Talismans,4,16 gp,
Stupor Poison,Uncommon,Alchemical Items,Alchemical Poisons,4,16 gp,L
Capsaicin Tonic,Uncommon,Alchemical Items,Alchemical Elixirs,4,17 gp,L
Viper Arrow,Common,Consumables,Magical Ammunition,4,17 gp,
Anointing Oil,Uncommon,Consumables,Oils,4,18 gp,L
Boom Snare,Uncommon,Snares,,4,18 gp,
Ghost Oil,Common,Consumables,Oils,4,18 gp,L
Glittering Snare,Uncommon,Snares,,4,18 gp,
Grave Token,Uncommon,Consumables,Spell Catalysts,4,18 gp,L
Mistform Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,4,18 gp,L
Admonishing Band,Common,Consumables,Talismans,4,20 gp,
Applereed Mutagen (Lesser),Rare,Alchemical Items,Alchemical Elixirs,4,20 gp,L
Bloodseeker Beak,Common,Consumables,Talismans,4,20 gp,
Bottled Omen,Rare,Consumables,Potions,4,20 gp,L
Bottled Sunlight (Moderate),Common,Alchemical Items,Alchemical Bombs,4,20 gp,L
Dragonbone Arrowhead,Common,Consumables,Talismans,4,20 gp,
Energized Cartridge,Common,Consumables,Talismans,4,20 gp,
Fear Gem,Common,Consumables,Talismans,4,20 gp,
Galvasphere,Rare,Consumables,Gadgets,4,20 gp,L
Golden-Cased Bullet (Standard),Uncommon,Consumables,Magical Ammunition,4,20 gp,
Invisibility Potion,Uncommon,Consumables,Potions,4,20 gp,L
Magnetic Suit,Common,Consumables,Gadgets,4,20 gp,1
Oozepick,Uncommon,Alchemical Items,Alchemical Tools,4,20 gp,L
Undead Detection Dye,Uncommon,Alchemical Items,Alchemical Tools,4,20 gp,L
Zerk,Common,Alchemical Items,Drugs,4,20 gp,L
Clinging Ooze Snare,Rare,Snares,,4,25 gp,
Ice Slick Snare,Uncommon,Snares,,4,40 gp,
Rhythm Bone (Greater),Uncommon,Held Items,,4,64 gp,L
Striking,Common,Runes,Fundamental Weapon Runes,4,65 gp,
Air Cartridge Firing System,Uncommon,Customizations,Firing Mechanisms,4,75 gp,
Bag of Holding (Type I),Common,Held Items,,4,75 gp,1
Deck of Mischief,Uncommon,Held Items,,4,75 gp,
Ghost Touch,Common,Runes,Weapon Property Runes,4,75 gp,
Hag Eye (Oracular),Rare,Worn Items,Other Worn Items,4,75 gp,L
Mortar of Hidden Meaning,Common,Held Items,,4,75 gp,L
Sealing Chest (Lesser),Uncommon,Held Items,,4,75 gp,L
Concealable Thieves' Tools,Uncommon,Adventuring Gear,,4,80 gp,L
Healer's Gloves,Common,Worn Items,Other Worn Items,4,80 gp,L
Hosteling Statuette,Uncommon,Worn Items,Companion Items,4,80 gp,L
Hunter's Arrowhead,Rare,Worn Items,Other Worn Items,4,80 gp,
Hunter's Brooch,Unique,Worn Items,Other Worn Items,4,80 gp,L
Lifting Belt,Common,Worn Items,Other Worn Items,4,80 gp,L
Pillow Shield,Uncommon,Shields,Specific Shields,4,80 gp,1
Shapespeak Mask,Uncommon,Worn Items,Other Worn Items,4,80 gp,
Spyglass (Fine),Common,Adventuring Gear,,4,80 gp,L
Wayfinder of Rescue,Uncommon,Worn Items,Other Worn Items,4,80 gp,
Aeon Stone (Azure Briolette),Uncommon,Worn Items,Other Worn Items,4,85 gp,
Belt of Good Health,Common,Worn Items,Other Worn Items,4,85 gp,L
Demon Mask,Common,Worn Items,Other Worn Items,4,85 gp,L
Extraction Cauldron,Uncommon,Other,,4,85 gp,6
Hag Eye (Frightful),Rare,Worn Items,Other Worn Items,4,85 gp,
Talisman Cord (Lesser),Uncommon,Worn Items,Other Worn Items,4,85 gp,
Wovenwood Shield (Minor),Uncommon,Shields,Specific Shields,4,85 gp,1
Aeon Stone (Clear Quartz Octagon),Uncommon,Worn Items,Other Worn Items,4,90 gp,
Animal Staff,Common,Staves,,4,90 gp,1
Blessed Tattoo,Uncommon,Tattoos,,4,90 gp,
Cloak of Repute,Common,Worn Items,Other Worn Items,4,90 gp,1
Exquisite Sword Cane,Common,Weapons,Base Weapons,4,90 gp,1
Five-Feather Wreath,Common,Spellhearts,,4,90 gp,
Mentalist's Staff,Common,Staves,,4,90 gp,1
Poisoner's Staff,Uncommon,Staves,,4,90 gp,1
Rhinoceros Mask,Uncommon,Worn Items,Other Worn Items,4,90 gp,
Staff of Healing,Common,Staves,,4,90 gp,1
Alchemist Goggles,Common,Worn Items,Other Worn Items,4,100 gp,
Arcane Scroll Case of Simplicity,Uncommon,Held Items,,4,100 gp,
Bane,Uncommon,Runes,Weapon Property Runes,4,100 gp,
Blast Lance,Uncommon,Weapons,Specific Magic Weapons,4,100 gp,2
Divine Scroll Case of Simplicity,Uncommon,Held Items,,4,100 gp,
Dragon's Breath (1st-Level Spell),Uncommon,Runes,Accessory Runes,4,100 gp,
Drake Rifle,Uncommon,Weapons,Beast Guns,4,100 gp,2
